Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUG25981.1?report=genbank&log$=prottop&blast_rank=91&RID=X39PS6V5013"",""QUG25981.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSJ39948.1?report=genbank&log$=prottop&blast_rank=92&RID=X39PS6V5013"",""QSJ39948.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UKT37395.1?report=genbank&log$=prottop&blast_rank=93&RID=X39PS6V5013"",""UKT37395.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTM93818.1?report=genbank&log$=prottop&blast_rank=94&RID=X39PS6V5013"",""QTM93818.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULM15445.1?report=genbank&log$=prottop&blast_rank=95&RID=X39PS6V5013"",""ULM15445.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSO05432.1?report=genbank&log$=prottop&blast_rank=96&RID=X39PS6V5013"",""QSO05432.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.27,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUO85735.1?report=genbank&log$=prottop&blast_rank=97&RID=X39PS6V5013"",""QUO85735.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUD43324.1?report=genbank&log$=prottop&blast_rank=98&RID=X39PS6V5013"",""QUD43324.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRX53460.1?report=genbank&log$=prottop&blast_rank=99&RID=X39PS6V5013"",""QRX53460.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNG41494.1?report=genbank&log$=prottop&blast_rank=100&RID=X39PS6V5013"",""QNG41494.1"")"



		


