Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,9e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVN52091.1?report=genbank&log$=prottop&blast_rank=89&RID=X39PS6V5013"",""QVN52091.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,9e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKU30584.1?report=genbank&log$=prottop&blast_rank=90&RID=X39PS6V5013"",""QKU30584.1"")"
"Chain A, Membrane protein [Severe acute respiratory syndrome coronavirus 2]",Severe acute respiratory syndrome coronavirus 2,452,452,100%,9e-161,100.00,246,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/7VGR_A?report=genbank&log$=prottop&blast_rank=91&RID=X39PS6V5013"",""7VGR_A"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,1e-160,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSV96183.1?report=genbank&log$=prottop&blast_rank=92&RID=X39PS6V5013"",""QSV96183.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,1e-160,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QZF22880.1?report=genbank&log$=prottop&blast_rank=93&RID=X39PS6V5013"",""QZF22880.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,1e-160,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVO86468.1?report=genbank&log$=prottop&blast_rank=94&RID=X39PS6V5013"",""QVO86468.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,1e-160,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVK10821.1?report=genbank&log$=prottop&blast_rank=95&RID=X39PS6V5013"",""QVK10821.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,1e-160,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTU36018.1?report=genbank&log$=prottop&blast_rank=96&RID=X39PS6V5013"",""QTU36018.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,1e-160,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRX09606.1?report=genbank&log$=prottop&blast_rank=97&RID=X39PS6V5013"",""QRX09606.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,1e-160,99.10,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCL48894.1?report=genbank&log$=prottop&blast_rank=98&RID=X39PS6V5013"",""UCL48894.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,1e-160,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVI41468.1?report=genbank&log$=prottop&blast_rank=99&RID=X39PS6V5013"",""QVI41468.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,1e-160,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOQ03225.1?report=genbank&log$=prottop&blast_rank=100&RID=X39PS6V5013"",""QOQ03225.1"")"



		


