Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QPV20115.1?report=genbank&log$=prottop&blast_rank=87&RID=X39PS6V5013"",""QPV20115.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/URG23179.1?report=genbank&log$=prottop&blast_rank=88&RID=X39PS6V5013"",""URG23179.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,100.00,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QZC53203.1?report=genbank&log$=prottop&blast_rank=89&RID=X39PS6V5013"",""QZC53203.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOS50197.1?report=genbank&log$=prottop&blast_rank=90&RID=X39PS6V5013"",""QOS50197.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QZP75395.1?report=genbank&log$=prottop&blast_rank=91&RID=X39PS6V5013"",""QZP75395.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMX86289.1?report=genbank&log$=prottop&blast_rank=92&RID=X39PS6V5013"",""QMX86289.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNU12530.1?report=genbank&log$=prottop&blast_rank=93&RID=X39PS6V5013"",""QNU12530.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WKQ08845.1?report=genbank&log$=prottop&blast_rank=94&RID=X39PS6V5013"",""WKQ08845.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QZJ78431.1?report=genbank&log$=prottop&blast_rank=95&RID=X39PS6V5013"",""QZJ78431.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJR88385.1?report=genbank&log$=prottop&blast_rank=96&RID=X39PS6V5013"",""QJR88385.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJU11477.1?report=genbank&log$=prottop&blast_rank=97&RID=X39PS6V5013"",""QJU11477.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKV26073.1?report=genbank&log$=prottop&blast_rank=98&RID=X39PS6V5013"",""QKV26073.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WKT26399.1?report=genbank&log$=prottop&blast_rank=99&RID=X39PS6V5013"",""WKT26399.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMT51417.1?report=genbank&log$=prottop&blast_rank=100&RID=X39PS6V5013"",""QMT51417.1"")"



		


