Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCK79411.1?report=genbank&log$=prottop&blast_rank=90&RID=X39PS6V5013"",""UCK79411.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHA37968.1?report=genbank&log$=prottop&blast_rank=91&RID=X39PS6V5013"",""UHA37968.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKV39052.1?report=genbank&log$=prottop&blast_rank=92&RID=X39PS6V5013"",""QKV39052.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UDL62201.1?report=genbank&log$=prottop&blast_rank=93&RID=X39PS6V5013"",""UDL62201.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UJO97927.1?report=genbank&log$=prottop&blast_rank=94&RID=X39PS6V5013"",""UJO97927.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUM93548.1?report=genbank&log$=prottop&blast_rank=95&RID=X39PS6V5013"",""QUM93548.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UBO08563.1?report=genbank&log$=prottop&blast_rank=96&RID=X39PS6V5013"",""UBO08563.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSN80085.1?report=genbank&log$=prottop&blast_rank=97&RID=X39PS6V5013"",""QSN80085.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRC49832.1?report=genbank&log$=prottop&blast_rank=98&RID=X39PS6V5013"",""QRC49832.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRV70740.1?report=genbank&log$=prottop&blast_rank=99&RID=X39PS6V5013"",""QRV70740.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQK87321.1?report=genbank&log$=prottop&blast_rank=100&RID=X39PS6V5013"",""QQK87321.1"")"



		


